Symbol	Last Sale	Net Change	% Change	Market Cap	Volume					
PWP	$12.85 	0.02	0.16%	1265732466	227526					
PWR	$114.30 	-0.08	-0.07%	16287667704	432205					
PXD	$183.81 	-1.96	-1.06%	44874215581	878487					
PYCR	$29.01 	-0.93	-3.11%	5060211486	362961					
PYPL	$190.10 	-1.91	-1.00%	2.23354E+11	7969378					
PYXS	$9.64 	0.03	0.31%	315843871	52455					
PZN	$9.72 	-0.02	-0.21%	701506883	26315					
PZZA	$134.06 	-0.57	-0.42%	4874944970	169123					
QCOM	$184.82 	-1.51	-0.81%	2.06998E+11	5399371					
QCRH	$56.04 	-0.11	-0.20%	874090569	26091					
QDEL	$126.97 	-4.97	-3.77%	5292864945	1507880					
QLYS	$140.61 	0.5	0.36%	5459057263	123965					
QMCO	$5.29 	-0.16	-2.94%	314331922	197505					
QNST	$18.16 	-0.44	-2.37%	985042129	176912					
QQQX	$30.15 	-0.04	-0.13%	1303751606	70086					
QRTEA	$7.68 	-0.12	-1.54%	3046987799	3624898					
QRTEB	$8.00 	0.21	2.70%	3173945624	1484					
QRVO	$156.44 	1.02	0.66%	17243321632	1065862					
QS	$22.90 	-1.07	-4.46%	9677446110	6630847					
QSI	$7.34 	-0.54	-6.85%	1008635517	917477					
QTRX	$40.80 	-1.21	-2.88%	1495239134	187227					
R	$80.75 	0.43	0.54%	4335730987	294129					
RAD	$14.16 	0.35	2.53%	789721084	2817285					
RADI	$16.59 	0.34	2.09%	1529598000	575006					
RAIN	$12.34 	-0.27	-2.14%	326599646	75533					
RAMP	$47.80 	-1.16	-2.37%	3254851232	159314					
RANI	$19.25 	-1.44	-6.96%	379453575	73372					
RAPT	$36.43 	-0.22	-0.60%	1076362893	111184					
RARE	$83.05 	-0.63	-0.75%	5660872786	197046					
RBAC	$9.94 	0.03	0.30%	714437500	285043					
RBB	$26.27 	0.51	1.98%	512695644	31150					
RBBN	$6.08 	-0.12	-1.94%	903639362	206263					
RBCAA	$51.68 	0.06	0.12%	1044349853	25661					
RBNC	$35.22 	1.1	3.22%	583830670	79719					
RC	$16.00 	-0.04	-0.25%	1177500288	574536					
RCII	$48.93 	-0.27	-0.55%	3236241845	1032970					
RCKT	$22.99 	0.19	0.83%	1481535397	1433097					
RCL	$78.25 	-0.21	-0.27%	19937305528	2363441					
RCLF	$9.86 	0.038	0.39%	311822500	4896					
RCM	$25.26 	0.38	1.53%	7012283229	629489					
RDFN	$39.03 	-1.04	-2.60%	4116937012	681485					
RDIB	$22.50 	-1.72	-7.10%	490711613	1803					
RDN	$20.66 	-0.08	-0.39%	3705022590	1109793					
RDNT	$30.12 	-0.68	-2.21%	1609513344	123544					
RDUS	$6.80 	-0.22	-3.13%	321927028	977325					
RDVT	$41.27 	-0.45	-1.08%	553778978	47955					
RDW	$6.82 	-0.39	-5.41%	406889882	1148383					
REAL	$11.11 	-0.33	-2.89%	1026428636	1776737					
REG	$73.86 	0.31	0.42%	12645792402	797944					
REGI	$42.34 	-0.08	-0.19%	2128453055	517579					
REGN	$638.46 	3.69	0.58%	68661915272	327753					
RELY	$20.55 	-0.65	-3.07%	3372388164	238524					
RENT	$8.04 	-0.9	-10.07%	506811490	1139617					
REPL	$27.19 	-0.64	-2.30%	1275033504	130019					
REPX	$19.25 	-0.16	-0.82%	374799541	14703					
RES	$4.72 	-0.04	-0.84%	1018224058	313917					
RETA	$26.12 	-0.86	-3.19%	950554521	459577					
REV	$12.18 	0.93	8.27%	653576023	182219					
REVG	$14.22 	-0.11	-0.77%	924599317	140810					
REVH	$9.74 	0.01	0.10%	562485000	2396					
REX	$98.41 	-1.18	-1.19%	582621742	18613					
REXR	$79.19 	0.56	0.71%	11996286414	874884					
REYN	$30.70 	0.12	0.39%	6439646490	1389648					
RF	$21.85 	-0.04	-0.18%	20829225313	3763644					
RFI	$16.81 	0.03	0.18%	441614316	19291					
RGA	$110.00 	0.97	0.89%	7436016610	238869					
RGEN	$253.77 	-14.09	-5.26%	14030569751	352352					
RGLD	$104.44 	-0.19	-0.18%	6855158672	290430					
RGNX	$33.12 	-0.59	-1.75%	1416516169	225293					
RGP	$18.09 	0.09	0.50%	579449907	66321					
RGR	$66.94 	0.01	0.02%	1177916404	84256					
RH	$528.99 	-12.79	-2.36%	11356735548	419738					
RHI	$111.57 	0.09	0.08%	12421110860	228782					
RHP	$90.40 	-0.04	-0.04%	4978015578	204578					
RICK	$75.31 	-0.51	-0.67%	715438222	41911					
RIDE	$3.81 	-0.15	-3.79%	732399740	4152782					
RIGL	$2.75 	-0.06	-2.14%	470266668	1475445					
RILY	$86.19 	0.02	0.02%	2376219773	212035					
RIOT	$23.65 	-2.2	-8.51%	2757197410	9549597					
RIVN	$102.87 	-4.22	-3.94%	92615646617	8821687					
RJF	$102.23 	1.21	1.20%	21075909978	1662313					
RKLB	$11.73 	-0.17	-1.43%	5269169442	2495597					
RKT	$14.71 	-0.37	-2.45%	1987810666	3231051					
RL	$116.75 	-0.18	-0.15%	8594789070	473554					
RLAY	$31.16 	-0.99	-3.08%	3366655496	335737					
RLGT	$7.27 	-0.05	-0.68%	361503404	103329					
RLGY	$17.07 	-0.01	-0.06%	1990160693	1832615					
RLI	$111.66 	0.69	0.62%	5052001428	78103					
RLJ	$13.97 	-0.1	-0.71%	2327119555	1206465					
RLMD	$22.36 	0.63	2.90%	619955238	220521					
RM	$58.07 	0.34	0.59%	575577297	42301					
RMBL	$40.29 	-0.29	-0.72%	601611166	80904					
RMBS	$29.25 	-0.43	-1.45%	3198919493	368087					
RMD	$260.89 	-1.18	-0.45%	38017710516	156350					
RMGC	$9.73 	0.01	0.10%	587448750	400					
RMNI	$5.92 	0.01	0.17%	514667040	422588					
RMR	$34.19 	0.05	0.15%	563622526	50632					
RMT	$11.46 	-0.12	-1.04%	507980911	79853					
RNA	$24.22 	-0.96	-3.81%	1135847350	91291					
RNP	$28.20 	0.06	0.21%	1342042343	76388					
RNST	$38.12 	0.16	0.42%	2125091155	91116					
ROAD	$29.94 	-0.06	-0.20%	1567968099	301358					
ROCC	$28.25 	-1.09	-3.72%	595743147	311611					
ROCK	$68.15 	0.5	0.74%	2227163263	109405					
ROG	$273.28 	-0.1	-0.04%	5118561455	222518					
ROIC	$19.17 	0.04	0.21%	2327690719	524384					
ROK	$348.34 	0.03	0.01%	40412056898	237546					
ROKU	$231.32 	3.39	1.49%	31080793412	5772841					
ROL	$33.52 	0.42	1.27%	16493471921	2884854					
ROLL	$206.01 	1.73	0.85%	5947558348	76734					
ROOT	$3.06 	-0.04	-1.29%	772650000	4012667					
ROP	$492.09 	4.07	0.83%	51908064441	371048					
ROST	$112.16 	-0.21	-0.19%	39629463078	1139708					
ROVR	$10.41 	-0.09	-0.86%	1826461722	193133					
RPAY	$18.55 	0.27	1.48%	1679508875	426834					
RPD	$118.74 	-3.13	-2.57%	6787967427	240428					
RPID	$9.67 	-0.48	-4.73%	399878897	77990					
RPM	$100.04 	0.49	0.49%	12976759228	426556					
RPRX	$40.33 	0.2	0.50%	17322179195	1021185					
RPT	$13.17 	0.06	0.46%	1110095072	351177					
RQI	$17.94 	0.1	0.56%	2408323528	314858					
RRBI	$53.79 	0	0.00%	391397556	3284					
RRC	$19.05 	-0.2	-1.04%	4949090711	2190274					
RRD	$10.63 	-0.09	-0.84%	775029176	4911533					
RRR	$52.65 	-0.92	-1.72%	3234110753	354241					
RRX	$170.05 	1.05	0.62%	11522474747	178988					
RS	$161.37 	0.23	0.14%	10110559731	135061					
RSG	$138.42 	1.14	0.83%	43892261524	298423					
RSVR	$7.92 	-0.12	-1.49%	507428484	92535					
RTLR	$11.10 	0.11	1.00%	442954025	104179					
RTX	$86.02 	0.78	0.92%	1.28753E+11	3220089					
RUBY	$10.23 	-0.24	-2.29%	919326899	403142					
RUN	$33.27 	-0.88	-2.58%	6887053256	2854389					
RUSHA	$55.33 	0.62	1.13%	3071508064	102992					
RUSHB	$53.50 	0.38	0.72%	2969920141	7795					
RUTH	$20.41 	0.11	0.54%	700402173	528500					
RVAC	$9.74 	-0.01	-0.10%	304375000	304					
RVMD	$25.99 	-0.64	-2.40%	1915128093	185185					
RVNC	$16.73 	-0.18	-1.06%	1201127874	469127					
RVT	$19.28 	0.06	0.31%	1991576417	222495					
RWAY	$13.30 	0.08	0.61%	550362166	180474					
RWT	$13.27 	0.02	0.15%	1521736746	668757					
RXDX	$37.09 	-1.66	-4.28%	1444255670	118458					
RXRA	$9.72 	0	0.00%	419175000	28					
RXRX	$16.89 	0.15	0.90%	2854293003	1029018					
RXT	$13.87 	-0.18	-1.28%	2913144839	361363					
RYAM	$5.55 	-0.04	-0.72%	353742309	142498					
RYI	$25.47 	-0.23	-0.90%	977899306	83472					
RYN	$39.81 	0.41	1.04%	5698893660	303993					
RYTM	$11.68 	-0.25	-2.10%	587133884	452861					
SABR	$8.70 	-0.06	-0.69%	2813903788	4618665					
SABS	$8.86 	-0.17	-1.88%	385186542	98883					
SAFE	$77.41 	0.04	0.05%	4378299614	82085					
SAFM	$190.07 	0.85	0.45%	4242079576	106747					
SAFT	$83.85 	0.51	0.61%	1256257638	51286					
SAGE	$43.50 	0.5	1.16%	2562519098	498202					
SAH	$48.58 	0.22	0.46%	2004147108	123064					
SAIA	$330.19 	-2.86	-0.86%	8696078322	163581					
SAIL	$48.46 	-0.33	-0.68%	4519556721	475339					
SAM	$503.23 	-8.98	-1.75%	6180479633	150024					
SANA	$15.18 	-0.17	-1.11%	2866484242	480333					
SANM	$41.61 	0.09	0.22%	2678716651	438387					
SAR	$29.35 	-0.15	-0.51%	333557790	112054					
SASR	$48.07 	-0.04	-0.08%	2192923260	145010					
SATS	$26.15 	0.07	0.27%	2259708109	162400					
SAVA	$44.50 	-2.34	-5.00%	1780747244	2250417					
SAVE	$22.53 	0.04	0.18%	2442368750	2923241					
SBAC	$384.73 	1.37	0.36%	41851452248	330851					
SBCF	$35.25 	0.4	1.15%	2056807079	144361					
SBEA	$10.03 	0	0.00%	432543750	491046					
SBGI	$25.97 	0.52	2.04%	1961729833	2402551					
SBH	$18.84 	-0.05	-0.27%	2114489822	514447					
SBNY	$324.21 	-2.39	-0.73%	19657632349	341404					
SBR	$41.45 	0.01	0.02%	604313850	14379					
SBRA	$13.49 	0.08	0.60%	3084867461	1743434					
SBSI	$41.81 	0.07	0.17%	1349461943	47396					
SBUX	$115.57 	1.35	1.18%	1.35587E+11	4561532					
SCAQ	$9.73 	0.01	0.10%	304062500	400					
SCCO	$61.06 	-0.25	-0.41%	47204342285	431607					
SCHL	$41.01 	0.16	0.39%	1417169611	60118					
SCHN	$52.43 	0.35	0.67%	1458797010	85963					
SCHW	$85.50 	-0.32	-0.37%	1.61646E+11	2719045					
SCI	$70.26 	-0.8	-1.13%	11586708478	1090924					
SCL	$122.34 	1.18	0.97%	2742348483	34505					
SCLE	$9.87 	0.005	0.05%	425643750	113256					
SCOR	$3.38 	-0.09	-2.59%	308253384	226717					
SCPL	$13.55 	-0.275	-1.99%	332349344	952417					
SCS	$11.57 	0.09	0.78%	1296953323	655532					
SCSC	$35.31 	0.1	0.28%	905745638	162107					
SCU	$21.44 	0.04	0.19%	547897528	289936					
SCVL	$39.74 	-0.75	-1.85%	1119287949	126607					
SCWX	$16.15 	-0.3	-1.82%	1359866257	114406					
SDAC	$9.72 	-0.01	-0.10%	384243750	8284					
SDC	$2.52 	-0.09	-3.45%	978167164	9191130					
SDGR	$33.96 	-1.06	-3.03%	2407618413	607570					
SE	$216.89 	-2.71	-1.23%	1.20293E+11	2569233					
SEAH	$9.92 	-0.02	-0.20%	558000000	191055					
SEAS	$65.60 	-1.67	-2.48%	5069103749	307436					
SEAT	$10.79 	-0.3	-2.71%	2105651592	100785					
SEB	$3,961.32 	50.05	1.28%	4598217068	815					
SEE	$67.43 	0.33	0.49%	9990207630	470797					
SEER	$21.74 	-2.04	-8.58%	1341542007	409886					
SEIC	$63.16 	1.16	1.87%	8807820342	675212					
SELB	$3.36 	-0.08	-2.33%	391940368	796369					
SEM	$29.01 	0.08	0.28%	3891546247	766076					
SENEA	$47.49 	-0.15	-0.32%	412013647	22245					
SENEB	$48.30 	0	0.00%	419041043	13					
SENS	$2.67 	-0.16	-5.65%	1190773732	5785296					
SF	$71.48 	0.44	0.62%	7452735466	250823					
SFBS	$88.12 	0.22	0.25%	4777086274	71792					
SFIX	$19.51 	-0.41	-2.06%	2090079474	2532071					
SFM	$29.49 	0.99	3.47%	3310505170	1832893					
SFNC	$29.79 	0.1	0.34%	3420773635	388737					
SFST	$63.73 	-0.48	-0.75%	504319771	10557					
SGC	$22.03 	-0.37	-1.65%	351845778	27241					
SGEN	$157.66 	-0.01	-0.01%	28829044640	457225					
SGH	$70.36 	-1.08	-1.51%	1736401283	366698					
SGHT	$17.40 	-1.06	-5.74%	823150100	246796					
SGMO	$8.11 	-0.13	-1.58%	1181420933	857304					
SGMS	$66.01 	-1.17	-1.74%	6370784844	558570					
SGRY	$54.00 	-0.36	-0.66%	4824182880	241405					
SGU	$10.55 	0.06	0.57%	407344584	42620					
SHAK	$71.58 	-1.85	-2.52%	2801644421	317423					
SHBI	$20.71 	-0.07	-0.34%	410178139	21756					
SHC	$23.36 	0.22	0.95%	6608938994	348465					
SHCR	$4.37 	-0.63	-12.60%	1481580372	6414301					
SHEN	$26.33 	0.22	0.84%	1315588429	169919					
SHLS	$24.82 	-0.58	-2.28%	2585746086	753228					
SHLX	$11.40 	0.07	0.62%	4483500722	728139					
SHO	$11.69 	-0.07	-0.60%	2564011923	1195122					
SHOO	$45.00 	0.06	0.13%	3662684595	303741					
SHW	$348.40 	2.85	0.83%	91349154686	601226					
SHYF	$49.91 	-0.29	-0.58%	1764069200	104640					
SI	$153.96 	-8.91	-5.47%	4678135260	575225					
SIBN	$21.40 	-0.66	-2.99%	716681249	224283					
SIER	$9.77 	-0.03	-0.31%	377366250	83624					
SIGA	$7.63 	-0.39	-4.86%	565507331	136337					
SIGI	$81.81 	1.04	1.29%	4918706398	133264					
SILK	$44.24 	-0.39	-0.87%	1543817134	230212					
SIRI	$6.41 	-0.04	-0.62%	25636755412	14935728					
SITC	$15.57 	0.14	0.91%	3288659449	1401301					
SITE	$236.76 	-0.64	-0.27%	10583315477	116501					
SITM	$288.68 	-8.05	-2.71%	5933533916	199535					
SIVB	$681.07 	-8.55	-1.24%	39970222069	139606					
SIX	$42.87 	0.01	0.02%	3686095540	759443					
SJI	$25.63 	-0.23	-0.89%	2882054927	373606					
SJM	$135.20 	1.35	1.01%	14650706803	558730					
SJW	$70.80 	0.23	0.33%	2111697296	65638					
SKIN	$23.52 	-0.44	-1.84%	3519522287	749296					
SKT	$19.38 	0.04	0.21%	2015220269	677308					
SKX	$43.37 	0.37	0.86%	6758832844	1275850					
SKY	$79.24 	-0.36	-0.45%	4500785962	280182					
SKYT	$15.35 	-0.85	-5.25%	599567055	179118					
SKYW	$40.71 	-0.13	-0.32%	2050966665	166195					
SLAB	$204.97 	-3.1	-1.49%	8237179813	257442					
SLAM	$9.72 	-0.03	-0.31%	698625000	3823					
SLCA	$9.49 	-0.12	-1.25%	707681125	444164					
SLDP	$9.34 	-0.83	-8.16%	1564991608	2953661					
SLG	$72.26 	-0.16	-0.22%	4821669608	547078					
SLGC	$10.49 	-0.07	-0.66%	1900502242	436099					
SLGN	$42.46 	0.58	1.39%	4688018323	125420					
SLM	$19.45 	0.18	0.93%	5702300566	1435088					
SLP	$49.55 	-0.73	-1.45%	999363842	87785					
SLRC	$18.15 	0.02	0.11%	767033992	118570					
SLVM	$28.72 	0	0.00%	1266695198	206104					
SLVR	$9.65 	0	0.00%	310609375	1334					
SM	$30.43 	-0.76	-2.44%	3696447430	1548012					
SMAR	$78.68 	-1.14	-1.43%	9972868682	453072					
SMBC	$52.09 	0.03	0.06%	462980660	28502					
SMBK	$27.44 	0.01	0.04%	461049075	23130					
SMCI	$44.17 	-0.59	-1.32%	2256018881	140832					
SMFR	$4.49 	0.05	1.13%	1083263515	1912475					
SMG	$160.43 	-1.52	-0.94%	8824320758	164330					
SMLR	$90.44 	-1.93	-2.09%	611167112	23697					
SMMF	$27.56 	-0.28	-1.01%	358366676	9716					
SMP	$52.48 	-0.35	-0.66%	1154507677	79081					
SMPL	$41.35 	0.13	0.32%	3970931759	595257					
SMRT	$9.55 	-0.65	-6.37%	1851402222	508123					
SMTC	$89.05 	-1.15	-1.28%	5738099712	174878					
SNA	$216.90 	2.93	1.37%	11611736511	177720					
SNAP	$47.71 	-0.93	-1.91%	76803439011	8984048					
SNBR	$76.04 	-1.59	-2.05%	1722077880	245962					
SNCE	$13.52 	0.19	1.43%	1550840668	96371					
SNCY	$27.66 	0.45	1.65%	1591881156	211195					
SNDR	$26.78 	0.05	0.19%	4757634107	563355					
SNDX	$21.41 	-0.55	-2.51%	1155514614	364340					
SNEX	$62.22 	0.1	0.16%	1241145210	35805					
SNOW	$340.18 	-11.81	-3.36%	1.04197E+11	1785465					
SNPO	$20.44 	-0.47	-2.25%	1551176842	51193					
SNPS	$372.15 	-3.44	-0.92%	57102076742	471826					
SNRH	$9.74 	0	0.00%	504045000	11315					
SNV	$47.70 	0.03	0.06%	6940870884	447964					
SNX	$114.92 	-0.07	-0.06%	11033260735	123949					
SO	$67.73 	0.77	1.15%	71780520247	2152819					
SOFI	$14.85 	-0.54	-3.51%	12045484287	23996171					
SON	$57.79 	0.76	1.33%	5682277339	663326					
SONO	$29.57 	-0.27	-0.91%	3759191401	1887301					
SOR	$42.81 	-0.23	-0.53%	358571380	43898					
SOVO	$14.25 	0.14	0.99%	1437718795	391287					
SP	$28.23 	0.32	1.15%	655581451	53036					
SPB	$101.60 	-0.07	-0.07%	4184940068	224440					
SPFI	$27.99 	0.05	0.18%	497919484	18859					
SPG	$157.77 	-0.66	-0.42%	51846245347	966356					
SPGI	$475.10 	-3	-0.63%	1.14499E+11	717582					
SPH	$14.59 	0.09	0.62%	918640558	367300					
SPKB	$9.73 	0	0.00%	349671875	5400					
SPLK	$112.68 	-2.35	-2.04%	17892138992	1300018					
SPLP	$42.00 	0.36	0.87%	887845686	16801					
SPNE	$12.70 	-0.21	-1.63%	462810581	42197					
SPR	$44.17 	0.23	0.52%	4639939153	1940926					
SPRO	$13.99 	-0.34	-2.37%	452207402	90696					
SPSC	$144.02 	-1.35	-0.93%	5179569557	117656					
SPT	$91.33 	-5.56	-5.74%	4932339028	288832					
SPTN	$26.01 	-0.26	-0.99%	934912752	184823					
SPWH	$11.37 	-0.15	-1.30%	498915418	840006					
SPWR	$20.48 	-0.43	-2.06%	3542798705	2439117					
SPXC	$59.31 	0.49	0.83%	2693467568	227290					
SPXX	$18.22 	-0.02	-0.11%	313233831	20894					
SQ	$163.67 	-4.81	-2.86%	75496983508	6556995					
SR	$64.46 	-0.06	-0.09%	3335285388	143247					
SRC	$47.94 	0.08	0.17%	5911746796	622118					
SRCE	$48.80 	-0.11	-0.23%	1210119610	26796					
SRCL	$60.33 	0.5	0.84%	5542096178	225771					
SRDX	$48.97 	0.19	0.39%	684369755	43951					
SRE	$130.79 	0.63	0.48%	41766146655	617489					
SRG	$13.15 	-0.07	-0.53%	573752187	315353					
SRI	$19.49 	0.25	1.30%	529708302	167955					
SRNE	$4.91 	-0.66	-11.85%	1504108724	11606822					
SRPT	$90.11 	-1.52	-1.66%	7846501081	361243					
SRRK	$25.08 	-0.34	-1.34%	880511976	176187					
SSAA	$9.71 	-0.03	-0.31%	376869375	4006					
SSB	$81.68 	1.21	1.50%	5702895150	231183					
SSD	$137.51 	0.4	0.29%	5973386959	120924					
SSNC	$82.99 	0.66	0.80%	21101814020	530492					
SSP	$19.60 	-0.1	-0.51%	1617476848	144499					
SSSS	$13.84 	0.21	1.54%	398329261	516205					
SSTI	$29.87 	-0.6	-1.97%	348757938	28663					
SSTK	$112.32 	-1.57	-1.38%	4124526307	96759					
SSYS	$23.96 	-0.41	-1.68%	1568589320	984942					
STAA	$91.16 	-3.37	-3.57%	4339242710	215038					
STAG	$47.25 	0.69	1.48%	8269754677	680738					
STAR          	$25.27 	-0.02	-0.08%	1755656675	310264					
STBA	$31.65 	0.06	0.19%	1245439622	85639					
STC	$79.53 	0.09	0.11%	2138621745	84001					
STE	$243.79 	-1.19	-0.49%	24384607658	199010					
STEM	$19.02 	-0.74	-3.75%	2748183899	3671664					
STEP	$41.96 	-0.54	-1.27%	2511199212	222984					
STER	$20.02 	0.33	1.68%	1918093037	323325					
STFC	$51.64 	0.07	0.14%	2298610524	41986					
STK	$37.18 	-0.015	-0.04%	591766185	23890					
STKS	$12.85 	-0.16	-1.23%	412583110	60337					
STL	$25.92 	0.03	0.12%	4994803881	893630					
STLD	$62.30 	-0.44	-0.70%	12363511380	815401					
STOK	$22.50 	0.4	1.81%	827797343	143639					
STOR	$34.61 	-0.17	-0.49%	9438651545	1464040					
STRA	$58.13 	-0.02	-0.03%	1430025844	205491					
STRC	$9.83 	-0.01	-0.10%	1404203507	179281					
STRL	$26.66 	-0.28	-1.04%	767661637	77444					
STRO	$15.47 	0.9	6.18%	715802268	323428					
STRS	$36.77 	-0.19	-0.51%	303176114	9975					
STT	$93.70 	-0.09	-0.10%	34259453510	2430396					
STTK	$8.59 	-0.02	-0.23%	362897770	99793					
STWD	$24.81 	-0.18	-0.72%	7557562011	1798844					
STXB	$28.82 	0.18	0.63%	497489658	75261					
STXS	$6.30 	-0.1	-1.56%	469860539	184965					
STZ	$248.99 	2.19	0.89%	46682068676	533469					
SUI	$208.49 	0.72	0.35%	24177951282	312652					
SUM	$40.27 	0.41	1.03%	4774691077	235724					
SUMO	$13.74 	-0.43	-3.04%	1538934809	686824					
SUN	$39.97 	0.14	0.35%	3331584356	205273					
SUNL	$4.40 	-0.04	-0.90%	373187307	2199399					
SUPN	$30.41 	-0.61	-1.97%	1617227155	196029					
SVC	$8.88 	-0.03	-0.34%	1466019917	832225					
SVFA	$10.03 	0.12	1.21%	756951563	475321					
SVFC	$9.96 	-0.03	-0.30%	408758400	86877					
SWAV	$177.75 	-1.71	-0.95%	6275369365	263172					
SWBI	$17.59 	-0.16	-0.90%	849503368	558325					
SWET	$9.74 	0.01	0.10%	336030000	4529					
SWI	$14.41 	-0.18	-1.23%	2292489696	308236					
SWIM	$24.35 	-0.62	-2.48%	2932382767	250161					
SWK	$186.51 	2.41	1.31%	30407324184	883483					
SWKS	$155.94 	0.58	0.37%	25790488233	1110295					
SWM	$30.70 	0.54	1.79%	965768429	129197					
SWN	$4.92 	-0.01	-0.20%	4993702741	10892852					
SWTX	$61.87 	-3.07	-4.73%	3047048932	419740					
SWX	$69.81 	-0.39	-0.56%	4215482714	202715					
SXC	$6.71 	-0.06	-0.89%	557474530	404777					
SXI	$110.59 	0.82	0.75%	1350348357	25218					
SXT	$100.29 	1.17	1.18%	4214820937	126079					
SYBT	$63.37 	0.35	0.56%	1684643416	37391					
SYF	$46.46 	0.28	0.61%	25425661363	4010636					
SYK	$270.79 	0.37	0.14%	1.02153E+11	705124					
SYNA	$288.24 	-4.22	-1.44%	11319593524	182772					
SYNH	$101.79 	0.18	0.18%	10554814380	215589					
SYY	$78.32 	0.81	1.05%	40151244784	1588264					
T	$24.82 	0.04	0.16%	1.7724E+11	42065488					
TA	$52.82 	0.29	0.55%	770062780	63696					
TACO	$12.48 	0.03	0.24%	454177377	1274957					
TALS	$14.66 	0.07	0.48%	606259066	60730					
TARS	$24.61 	-0.91	-3.57%	508860773	12604					
TASK	$55.02 	-0.22	-0.40%	5352905373	689947					
TBBK	$25.05 	-0.34	-1.34%	1427359396	168485					
TBCP	$9.75 	0	0.00%	514341750	55					
TBI	$27.80 	-0.35	-1.24%	986361347	163797					
TBK	$118.62 	-1.35	-1.13%	2980206270	108482					
TCBI	$59.47 	0.26	0.44%	3009629571	271305					
TCBK	$42.61 	-0.03	-0.07%	1266139489	35643					
TCBX	$26.48 	0	0.00%	353526059	19584					
TCDA	$9.13 	-0.22	-2.35%	503193057	208440					
TCI	$39.00 	-0.1	-0.26%	336933324	14688					
TCMD	$19.78 	-0.07	-0.35%	392099375	135377					
TCPC	$13.54 	-0.05	-0.37%	782168755	207447					
TCVA	$9.82 	-0.08	-0.81%	501802000	125560					
TDC	$44.05 	-0.39	-0.88%	4779425000	455625					
TDF	$16.60 	-0.02	-0.12%	561148774	83702					
TDG	$630.50 	3	0.48%	34834432081	110702					
TDOC	$91.11 	-2.43	-2.60%	14585495684	2807717					
TDS	$20.39 	-0.03	-0.15%	2338726883	565341					
TDUP	$12.95 	-0.79	-5.75%	1262523213	534611					
TDW	$10.67 	-0.2	-1.84%	440449832	58739					
TDY	$434.76 	1.47	0.34%	20283804318	133159					
TECH	$497.79 	-2.87	-0.57%	19560801911	80419					
TEI	$7.16 	-0.07	-0.97%	343668673	143110					
TEKK	$9.89 	-0.02	-0.20%	309062500	4550					
TELL	$3.11 	-0.08	-2.51%	1489705743	9046342					
TEN	$11.38 	0.16	1.43%	934447499	715310					
TENB	$55.46 	-0.42	-0.75%	5958886833	486635					
TER	$164.61 	-3.95	-2.34%	26832144407	1107099					
TETC	$9.69 	-0.05	-0.51%	466331250	9637					
TEX	$44.27 	-0.19	-0.43%	3090046000	294242					
TFC	$58.70 	0.24	0.41%	78358132576	2736437					
TFSL	$17.89 	0.05	0.28%	5022819639	165372					
TFX	$330.03 	-1.13	-0.34%	15460238849	233050					
TG	$11.78 	-0.08	-0.68%	397484482	124536					
TGI	$18.74 	-0.16	-0.85%	1210816474	355771					
TGNA	$18.89 	-0.13	-0.68%	4180005589	1196005					
TGT	$224.91 	0.81	0.36%	1.0776E+11	3202418					
TGTX	$19.03 	0.38	2.04%	2720207935	1015730					
TH	$3.55 	0.34	10.61%	361013218	246902					
THC	$80.14 	0.12	0.15%	8585068183	421971					
THFF	$45.39 	0.18	0.40%	584257175	61250					
THG	$132.01 	1.05	0.80%	4689655250	59722					
THO	$103.11 	3.05	3.05%	5734828587	659391					
THQ	$25.20 	0	0.00%	1041879737	34012					
THR	$17.23 	0.04	0.23%	574480024	53278					
THRM	$86.18 	0.64	0.75%	2863637128	156960					
THRX	$10.75 	-2.13	-16.54%	416053488	313008					
THRY	$41.45 	-0.24	-0.58%	1407911301	169221					
THS	$40.58 	0.97	2.45%	2263717764	186123					
THW	$16.09 	-0.09	-0.56%	599431631	121425					
TIG	$9.16 	0.98	11.98%	468761965	301652					
TIL	$16.76 	0.45	2.76%	2160812799	271980					
TILE	$16.16 	0.02	0.12%	954327782	147795					
TIPT	$13.53 	-0.27	-1.96%	458670680	46355					
TITN	$33.58 	0.3	0.90%	758602959	138260					
TJX	$74.77 	0.48	0.65%	89191517519	2982488					
TKNO	$19.92 	-1.28	-6.04%	557997387	69863					
TKR	$69.41 	0.91	1.33%	5265410394	779036					
TLS	$15.93 	-0.23	-1.42%	1063410814	498459					
TLYS	$15.99 	0.03	0.19%	495140440	277704					
TMCI	$17.12 	-0.37	-2.12%	910315152	185154					
TMDX	$19.72 	-0.92	-4.46%	547591132	126121					
TMHC	$34.54 	0.27	0.79%	4244648612	391970					
TMKR	$9.83 	-0.02	-0.20%	339135000	9353					
TMO	$655.38 	-6.83	-1.03%	2.58251E+11	818148					
TMP	$83.33 	-0.26	-0.31%	1221550719	21372					
TMST	$16.62 	-0.01	-0.06%	767984771	619286					
TMUS	$118.16 	-0.42	-0.35%	1.47588E+11	3706572					
TNC	$81.55 	0.24	0.30%	1511628333	22391					
TNDM	$153.21 	0.45	0.30%	9733847418	385701					
TNGX	$10.49 	-0.25	-2.33%	918362051	63631					
TNL	$54.67 	0.12	0.22%	4721094875	378807					
TNYA	$20.59 	-0.29	-1.39%	849980114	80715					
TOI	$10.91 	0.05	0.46%	813778318	104120					
